Name,Year,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO
Karima Christmas-Kelly,2014.0,F,34,21.6,6.9,2.0,5.9,34.3,0.8,2.1,38.6,2.1,2.8,75.5,3.6,0.9,0.9,0.3,0.7
Renee Montgomery,2014.0,G,33,16.2,6.7,2.4,6.3,37.3,1.1,3.2,33.0,0.9,1.2,77.5,0.8,2.4,0.6,0.1,1.3
Tamera Young,2014.0,F,34,27.6,6.7,2.9,6.6,43.8,0.0,0.0,0.0,0.9,1.6,55.6,5.1,1.2,0.7,0.1,0.8
Shenise Johnson,2014.0,G,30,17.9,6.0,2.3,5.7,40.0,0.5,1.4,37.2,1.0,1.2,82.9,3.3,1.4,1.0,0.1,1.1
Damiris Dantas,2014.0,F,30,21.8,6.0,2.4,4.6,51.1,0.0,0.0,100.0,1.3,1.7,76.0,5.1,1.2,0.5,0.4,0.8
Sugar Rodgers,2014.0,G,34,16.6,6.0,2.1,6.0,35.3,0.7,2.4,28.9,1.1,1.4,73.5,2.1,1.3,0.7,0.3,1.0
Stefanie Dolson,2014.0,C,34,18.4,6.0,2.6,5.2,49.2,0.0,0.1,0.0,0.9,1.1,81.1,4.4,1.2,0.4,1.1,1.7
Monica Wright,2014.0,G,24,18.4,5.8,2.2,5.2,41.9,0.2,0.8,27.8,1.3,1.8,73.8,2.2,2.1,0.7,0.3,1.5
Temeka Johnson,2014.0,G,34,17.0,5.8,2.1,5.9,36.1,0.5,1.5,34.0,1.0,1.1,92.1,2.1,3.2,0.7,0.1,1.6
Jordan Hooper,2014.0,F,34,19.0,5.8,2.0,5.6,35.4,1.4,4.1,32.9,0.4,0.6,71.4,2.4,0.6,0.4,0.2,0.8
Erin Phillips,2014.0,G,33,18.7,5.8,1.9,4.5,43.5,1.1,2.4,44.9,0.8,1.0,84.4,1.6,2.2,0.7,0.0,1.2
Lindsey Harding,2014.0,G,31,22.7,5.7,2.3,6.8,33.3,0.2,0.7,22.7,1.1,1.4,78.6,1.8,3.2,1.0,0.0,1.5
Roneeka Hodges,2014.0,F,34,21.2,5.3,1.9,5.4,34.6,0.9,3.3,25.9,0.7,0.9,79.3,1.8,1.4,0.5,0.1,0.6
Alex Montgomery,2014.0,F,34,21.9,5.3,2.1,5.0,40.9,0.8,1.9,43.1,0.3,0.5,68.8,3.9,1.0,0.7,0.2,1.1
Tan White,2014.0,G,34,17.8,4.9,1.9,4.7,40.0,0.6,1.9,33.3,0.5,0.7,73.9,1.8,1.1,0.9,0.1,0.9
Jayne Appel-Marinelli,2014.0,C,34,24.8,4.9,2.1,3.8,53.8,0.0,0.0,100.0,0.8,1.3,60.5,7.9,2.1,0.5,0.9,1.4
Jenna O'Hea,2014.0,G,29,13.4,4.8,1.8,4.0,43.6,1.0,2.5,40.3,0.3,0.3,90.0,1.3,1.0,0.4,0.3,0.8
Jasmine Thomas,2014.0,G,34,17.5,4.8,1.8,5.6,32.3,0.4,1.4,25.5,0.9,1.2,71.4,2.1,1.6,0.5,0.1,1.1
Tierra Ruffin-Pratt,2014.0,G,34,16.2,4.5,1.7,4.5,38.3,0.1,0.6,25.0,0.9,1.3,70.5,2.9,1.3,0.7,0.1,0.9
Aneika Henry-Morello,2014.0,F,34,12.8,4.5,1.9,3.2,58.2,0.0,0.0,0.0,0.7,1.1,67.6,3.4,0.3,0.2,0.7,0.9
Kelsey Griffin,2014.0,F,31,19.2,4.4,1.7,5.1,32.7,0.3,1.0,26.7,0.8,1.1,70.6,5.1,0.8,1.3,0.5,0.6
Devereaux Peters,2014.0,F,28,18.0,4.4,1.9,4.4,44.3,0.0,0.0,0.0,0.5,0.7,73.7,3.7,1.7,0.8,1.0,1.1
Mistie McCray Bass,2014.0,F,34,14.5,4.4,1.7,3.4,50.9,0.0,0.0,0.0,0.9,1.4,66.7,3.2,0.5,0.5,0.4,0.7
Avery Warley-Talbert,2014.0,C,28,15.8,4.2,1.6,3.4,48.9,0.0,0.0,0.0,0.9,1.1,83.3,3.8,0.1,0.4,0.4,1.0
Alysha Clark,2014.0,F,34,16.5,4.2,1.6,3.7,44.8,0.4,1.7,24.6,0.5,0.7,69.6,2.1,0.6,0.5,0.3,0.7
Tianna Hawkins,2014.0,F,34,10.6,4.2,1.7,3.5,47.9,0.1,0.5,29.4,0.7,0.9,71.9,3.0,0.5,0.4,0.2,1.0
Layshia Clarendon,2014.0,G,29,13.7,4.2,1.7,4.2,40.2,0.2,0.7,31.6,0.6,0.8,70.8,1.4,1.2,0.4,0.0,1.0
Armintie Herrington,2014.0,G,34,23.2,3.9,1.7,3.6,48.0,0.0,0.0,0.0,0.5,1.0,45.7,2.8,1.9,1.5,0.2,1.0
Shay Murphy,2014.0,F,27,12.1,3.9,1.4,3.4,42.4,0.4,1.1,32.3,0.7,0.9,75.0,1.7,1.1,0.7,0.1,0.3
Lynetta Kizer,2014.0,F,31,9.1,3.8,1.7,4.0,43.1,0.0,0.0,0.0,0.4,0.7,61.9,2.4,0.1,0.3,0.3,0.8
Noelle Quinn,2014.0,G,32,15.1,3.8,1.4,3.8,38.0,0.3,1.0,25.8,0.7,0.8,88.0,2.5,1.3,0.5,0.1,0.6
Sandrine Gruda,2014.0,F,34,12.0,3.8,1.5,3.8,39.2,0.0,0.0,0.0,0.8,1.1,66.7,3.0,0.6,0.4,0.1,1.3
Markeisha Gatling,2014.0,F,29,11.0,3.7,1.6,2.4,64.8,0.0,0.0,0.0,0.6,0.8,72.7,2.4,0.0,0.1,0.4,0.7
Maggie Lucas,2014.0,G,30,10.4,3.7,1.1,3.4,33.3,0.7,2.2,30.8,0.7,0.8,95.7,0.9,0.7,0.3,0.2,0.4
Shameka Christon,2014.0,F,31,10.9,3.6,1.2,3.5,35.5,0.8,2.6,30.9,0.4,0.5,80.0,1.3,0.2,0.2,0.1,0.3
Jennifer Lacy,2014.0,F,34,10.5,3.5,1.2,3.3,36.9,0.6,1.7,32.2,0.5,0.9,58.1,1.5,0.3,0.2,0.1,0.8
Sasha Goodlett,2014.0,C,34,12.9,3.4,1.3,2.9,44.4,0.0,0.0,0.0,0.8,1.1,72.2,2.4,0.3,0.3,0.5,0.6
Essence Carson,2014.0,F,26,14.0,3.3,1.3,3.8,35.4,0.3,0.9,29.2,0.4,0.5,83.3,1.7,0.9,0.3,0.2,1.0
Celine Dumerc,2014.0,G,28,18.8,3.3,1.0,3.4,29.5,0.4,1.9,23.1,0.9,1.3,69.4,2.0,4.0,1.1,0.1,2.1
Sydney Carter,2014.0,G,23,12.5,3.2,1.0,3.5,28.8,0.2,1.0,16.7,1.0,1.3,74.2,0.9,1.3,0.3,0.1,1.4
Kayla Alexander,2014.0,C,33,9.0,2.8,1.0,2.3,43.4,0.0,0.0,0.0,0.8,0.9,83.9,2.0,0.2,0.1,0.3,0.7
Asia Taylor,2014.0,F,22,7.9,2.7,1.0,1.8,52.5,0.0,0.0,0.0,0.8,1.1,75.0,1.4,0.5,0.2,0.0,0.7
Anete Jekabsone-Zogota,2014.0,G,32,10.7,2.7,1.0,3.0,32.0,0.5,1.5,30.6,0.3,0.3,100.0,0.5,0.9,0.2,0.0,0.8
Courtney Clements,2014.0,G,33,11.4,2.7,1.1,3.0,36.4,0.1,0.7,17.4,0.4,0.4,100.0,1.7,0.7,0.4,0.1,0.4
Vicki Baugh,2014.0,F,33,8.1,2.5,1.0,1.7,58.9,0.0,0.0,0.0,0.5,0.7,72.7,2.9,0.2,0.3,0.2,0.5
Matee Ajavon,2014.0,G,24,9.2,2.2,0.6,2.3,27.8,0.0,0.4,11.1,0.9,1.2,72.4,0.8,0.7,0.5,0.0,0.9
Angel Robinson,2014.0,F,25,7.2,2.2,0.9,1.6,57.5,0.0,0.0,0.0,0.3,0.4,80.0,1.4,0.3,0.2,0.3,0.8
Tricia Liston,2014.0,G,25,7.2,2.2,0.7,1.8,40.0,0.6,1.2,46.7,0.2,0.2,66.7,1.1,0.3,0.0,0.1,0.1
Nicole Powell,2014.0,F,26,13.0,2.2,0.7,2.7,26.1,0.5,2.0,25.0,0.3,0.3,77.8,1.8,0.3,0.8,0.1,0.4
Krystal Thomas,2014.0,C,21,8.4,2.0,0.9,1.6,54.5,0.0,0.0,0.0,0.3,0.7,42.9,2.2,0.4,0.2,0.7,0.6
Shanece McKinney,2014.0,C,24,6.8,1.8,0.7,1.6,42.1,0.0,0.0,0.0,0.5,1.0,50.0,1.4,0.3,0.1,0.2,0.3
Amanda Thompson,2014.0,F,21,8.3,1.7,0.6,1.7,36.1,0.0,0.0,0.0,0.5,0.6,83.3,2.1,0.5,0.2,0.5,0.6
Kayla Pedersen,2014.0,F,31,10.0,1.5,0.5,1.4,37.2,0.0,0.0,0.0,0.4,0.7,61.9,2.3,0.3,0.2,0.1,0.5
Kelly Faris,2014.0,F,25,7.7,1.1,0.3,1.3,24.2,0.2,0.6,26.7,0.3,0.4,80.0,1.2,0.4,0.1,0.1,0.3
Angel Goodrich,2014.0,F,29,6.2,1.0,0.4,0.9,48.0,0.0,0.1,50.0,0.1,0.2,57.1,0.4,0.8,0.3,0.0,0.7
Elena Delle Donne,2015.0,F,31,33.3,23.4,7.7,16.7,46.0,1.4,4.3,31.3,6.7,7.0,95.0,8.4,1.4,1.1,2.1,1.2
Maya Moore,2015.0,F,33,33.4,20.6,7.2,17.2,42.0,2.1,5.8,35.9,4.1,4.8,85.5,6.7,3.5,1.6,0.8,2.3
Angel McCoughtry,2015.0,F,34,30.0,20.1,6.9,16.7,41.3,1.1,3.0,36.3,5.2,6.5,80.5,5.3,2.8,2.1,0.5,3.1
Tina Charles,2015.0,C,34,31.0,17.1,7.1,15.6,45.8,0.0,0.1,20.0,2.7,3.8,71.5,8.5,2.4,0.7,0.7,2.4
Nneka Ogwumike,2015.0,F,23,34.1,16.5,6.4,12.2,52.5,0.0,0.5,8.3,3.7,4.2,86.6,7.3,2.1,1.1,0.5,1.9
Odyssey Sims,2015.0,G,23,31.4,16.0,5.0,13.4,36.9,0.8,3.8,20.7,5.3,6.3,84.7,3.4,3.8,1.1,0.0,2.8
DeWanna Bonner,2015.0,F,33,33.3,15.8,4.8,12.7,37.8,0.9,3.6,25.4,5.3,6.1,86.6,5.7,3.3,1.3,0.8,1.8
Riquna Williams,2015.0,G,29,28.0,15.6,4.5,12.7,35.2,1.9,5.6,34.6,4.7,5.5,85.0,3.4,2.6,1.5,0.5,1.6
Kelsey Bone,2015.0,C,33,29.1,15.4,6.8,13.4,50.8,0.0,0.1,0.0,1.8,3.0,62.2,6.3,2.0,0.8,0.6,2.3
Brittney Griner,2015.0,C,26,30.7,15.1,5.7,10.0,56.5,0.0,0.0,0.0,3.8,4.9,77.3,8.1,1.3,0.3,4.0,2.2
Epiphanny Prince,2015.0,G,24,28.6,15.0,5.7,12.1,46.7,1.1,3.0,35.6,2.6,2.9,90.0,2.9,3.4,2.0,0.2,1.6
Cappie Pondexter,2015.0,G,29,30.2,15.0,5.6,12.8,43.9,0.8,2.2,38.1,2.9,3.5,82.4,3.8,2.1,1.0,0.2,1.4
Alex Bentley,2015.0,G,25,30.0,14.7,5.7,13.9,40.9,1.6,4.6,33.6,1.8,2.1,83.0,2.0,2.0,2.0,0.2,1.2
Jantel Lavender,2015.0,F,34,33.8,14.5,6.2,11.8,52.5,0.1,0.3,33.3,2.0,2.2,88.2,8.3,1.8,0.4,1.2,2.1
Candice Dupree,2015.0,F,33,31.2,14.1,5.8,11.4,51.2,0.0,0.0,0.0,2.5,3.1,80.2,5.1,1.7,1.0,0.4,1.5
Kayla McBride,2015.0,G,27,28.0,13.8,4.9,12.7,38.2,2.0,5.3,37.3,2.1,2.4,87.9,3.1,1.6,1.1,0.1,1.7
Ivory Latta,2015.0,G,34,27.3,13.4,4.2,10.4,40.6,2.3,6.0,38.9,2.6,2.9,90.9,1.8,2.6,0.7,0.0,1.7
Jia Perkins,2015.0,G,26,27.3,13.3,4.8,12.7,37.6,1.0,3.5,27.2,2.8,3.2,88.0,3.0,1.7,1.5,0.3,1.2
Tamika Catchings,2015.0,F,30,26.6,13.1,4.2,10.9,38.2,0.6,2.0,29.5,4.2,4.8,86.8,7.1,2.2,1.8,0.8,1.7
Tiffany Hayes,2015.0,G,28,29.9,12.9,4.1,10.5,39.2,1.1,4.0,27.4,3.5,4.4,80.5,3.0,2.2,1.0,0.4,1.7
Plenette Pierson,2015.0,F,30,28.1,12.8,5.1,11.6,43.7,0.6,1.6,36.2,2.1,2.6,80.8,4.1,1.9,1.0,0.4,1.8
Kristi Toliver,2015.0,G,28,30.9,12.4,4.3,9.5,44.9,1.5,4.0,38.4,2.3,2.6,90.3,2.3,3.7,0.8,0.0,2.3
Emma Meesseman,2015.0,F,34,27.2,11.6,5.2,9.4,55.6,0.2,0.4,46.2,1.0,1.2,82.9,6.3,1.7,0.9,1.4,1.3
Sophia Young-Malcolm,2015.0,F,34,27.4,11.5,4.4,9.7,45.8,0.0,0.1,0.0,2.6,3.6,73.8,5.0,1.4,1.2,0.3,1.6
Courtney Vandersloot,2015.0,G,34,29.9,11.4,4.3,9.3,46.3,0.9,2.6,35.6,1.9,2.1,90.1,3.4,5.8,1.3,0.5,2.1
Crystal Langhorne,2015.0,F,34,25.7,11.1,4.6,8.4,54.5,0.0,0.1,0.0,1.9,2.6,75.0,5.7,0.9,1.1,0.4,2.1
Allie Quigley,2015.0,G,32,22.5,11.1,4.4,10.2,43.1,1.1,3.3,34.0,1.2,1.4,82.6,1.8,1.7,0.4,0.5,1.4
Shenise Johnson,2015.0,G,31,26.2,10.9,3.9,8.4,46.7,1.0,2.4,41.3,2.1,2.6,80.5,4.9,2.4,1.1,0.2,1.8
Lindsay Whalen,2015.0,G,29,30.1,10.9,4.2,9.0,46.2,0.2,0.5,42.9,2.3,2.6,88.2,2.9,4.3,0.4,0.1,2.1
Jewell Loyd,2015.0,G,34,25.9,10.7,3.7,8.9,41.1,0.3,1.4,20.8,3.1,3.4,90.4,3.5,1.9,0.6,0.2,2.0
Stefanie Dolson,2015.0,C,34,24.7,10.6,4.4,8.8,49.5,0.3,0.6,47.6,1.6,1.8,87.1,5.6,1.6,0.5,1.1,1.9
Karima Christmas-Kelly,2015.0,F,32,28.7,10.6,3.2,8.0,39.6,1.0,2.6,38.6,3.3,4.2,78.2,5.0,1.7,1.1,0.3,1.2
Marissa Coleman,2015.0,G,34,24.8,10.4,3.7,9.7,38.4,1.2,3.7,33.6,1.7,2.3,74.7,3.5,1.6,1.2,0.3,1.9
Sancho Lyttle,2015.0,F,24,30.0,10.3,4.3,9.1,47.5,0.0,0.2,20.0,1.6,2.2,73.6,8.3,2.2,2.3,0.6,1.6
Sue Bird,2015.0,G,27,28.6,10.3,4.0,10.3,38.4,0.9,3.1,30.1,1.4,1.8,79.6,2.3,5.4,0.9,0.1,2.4
Kara Lawson,2015.0,G,22,25.0,9.6,3.2,8.2,38.9,1.2,3.7,32.1,2.0,2.2,93.8,3.0,3.6,0.5,0.1,1.1
Danielle Robinson,2015.0,G,30,30.1,9.2,3.5,9.0,39.0,0.0,0.2,0.0,2.2,2.4,90.3,2.5,5.0,0.7,0.1,2.6
Alyssa Thomas,2015.0,F,24,26.0,8.8,2.9,7.0,41.1,0.0,0.0,0.0,3.0,4.3,69.2,5.3,1.4,1.2,0.2,1.8
Ana Dabovic,2015.0,G,24,22.1,8.8,3.1,6.9,44.6,0.8,2.5,33.3,1.8,2.2,80.8,1.6,1.9,0.9,0.0,1.6
Monique Currie,2015.0,F,34,21.3,8.4,3.1,7.4,41.1,0.8,2.3,36.4,1.5,1.7,86.4,3.2,1.5,0.9,0.4,1.3
Shavonte Zellous,2015.0,G,23,22.2,8.4,2.7,7.0,37.9,0.3,1.3,24.1,2.8,3.6,77.1,2.4,1.9,1.0,0.3,1.2
Lynetta Kizer,2015.0,F,33,17.9,8.3,3.4,6.9,49.1,0.0,0.1,0.0,1.5,1.8,87.9,3.5,0.4,0.6,0.2,1.4
Camille Little,2015.0,F,34,27.0,8.2,3.1,7.7,40.6,1.1,3.3,34.5,0.9,1.0,87.9,3.6,1.6,1.2,0.2,1.7
Ramu Tokashiki,2015.0,F,30,20.6,8.2,3.3,7.9,41.5,0.0,0.1,0.0,1.7,1.9,86.2,3.3,0.8,0.2,0.9,0.9
Jasmine Thomas,2015.0,G,34,26.7,8.2,2.9,9.0,32.8,0.9,3.1,29.8,1.4,1.8,78.3,3.7,3.9,1.2,0.4,2.3
Briann January,2015.0,G,29,27.0,8.1,2.8,6.6,42.6,0.9,2.0,43.1,1.7,2.0,84.5,1.8,3.4,1.0,0.2,2.2
Sugar Rodgers,2015.0,G,33,18.7,8.1,2.5,7.5,34.0,1.2,3.9,32.0,1.8,2.0,88.1,2.2,1.5,0.7,0.2,1.0
Anna Cruz,2015.0,G,22,29.1,8.0,3.3,7.0,47.4,0.4,1.6,25.0,1.0,1.3,78.6,3.6,3.0,1.0,0.2,2.2
